"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95"
"ebi-a-GCST90001555","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001555","MR Egger",24,-0.00399411334268119,0.0110596647751635,0.721437985925534,-0.0256710563020016,0.0176828296166392,0.996013852518969,0.974655643715451,1.01784009645493
"ebi-a-GCST90001555","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001555","Weighted median",24,-0.00566413006988773,0.010569398451291,0.592028355025243,-0.026380151034418,0.0150518908946426,0.994351880871222,0.973964765510569,1.01516574110751
"ebi-a-GCST90001556","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001556","Inverse variance weighted",15,0.019813319253324,0.0149349002939299,0.184625955308221,-0.0094590853227785,0.0490857238294265,1.02001090585459,0.990585511100233,1.05031038350916
"ebi-a-GCST90001556","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001556","MR Egger",15,0.0106879282708727,0.0190828168002415,0.584946630645079,-0.0267143926576007,0.048090249199346,1.01074524820467,0.973639280344797,1.04926534640892
"ebi-a-GCST90001556","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001556","Weighted median",15,0.0177922397148268,0.0207648810100083,0.391531743600551,-0.0229069270647893,0.058491406494443,1.01795146453211,0.977353444694047,1.06023587451257
"ebi-a-GCST90001557","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001557","Inverse variance weighted",17,0.00873485039077926,0.0245038489534568,0.721489734782391,-0.0392926935579961,0.0567623943395546,1.00877311051414,0.961469252101743,1.05840429766409
"ebi-a-GCST90001557","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001557","MR Egger",17,0.0053893034095428,0.0421108655230251,0.899865681374012,-0.0771479930155864,0.087926599834672,1.0054038518287,0.925752838513848,1.09190797286102
"ebi-a-GCST90001557","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001557","Weighted median",17,0.0191637441253816,0.0337941170581132,0.570664328997287,-0.0470727253085202,0.0854002135592833,1.01934854728903,0.954018013813035,1.08915287323274
"ebi-a-GCST90001558","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001558","Inverse variance weighted",23,-0.0177889199426104,0.0201838777015444,0.37813218233884,-0.0573493202376374,0.0217714803524165,0.982368368846906,0.944264161166901,1.02201020837045
"ebi-a-GCST90001558","summary_stats_release_finngen_R12_FE_STRICT","summary_stats_release_finngen_R12_FE_STRICT","ebi-a-GCST90001558","MR Egger",23,0.00863450223847688,0.0309499187955941,0.782986787557699,-0.0520273386008875,0.0692963430778413,1.00867188707528,0.949302913874648,1.07175376890327
